spam,text
0,ill see but prolli yeah
0,do  thing chang that sentenc into becaus i want  concentr in my educ career im leav here
0,i don wake sinc i check that stuff and saw that it true no avail space pls call the embassi or send a mail to them
1,urgent ur award a complimentari trip to eurodisinc trav  or  to claim txt dis to     
0,u horribl gal u knew dat i was go out wif him yest n u still come n ask me
0,tell my  bad charact which u dnt lik in me ill tri to chang in  ltgt  i ll add tat  my new year resolut wait for ur replyb frankgood morn
1,winner as a valu network custom you hvae been select to receiv a  reward to collect call  valid  hour onli 
0,huh hyde park not in mel ah opp got confus anyway if tts e best choic den we juz have to take it
0,sorri ill call later
0,ok u can take me shop when u get paid d
0,aathiwher are you dear
0,my hous here e sky quit dark liao if rain then got excus not  run alreadi rite hee
0,dis is yiju i jus saw ur mail in case huim havent sent u my num dis is my num
0,jus finish bath
0,dai  ltgt  naal eruku
0,stupidit not possibl
0,you didnt have to tell me thatnow im think plus hes go to stop all your run
0,oh oh den muz chang plan liao go back have to yan jiu again
0,a bloo bloo bloo ill miss the first bowl
0,sri dajst nw onli i came to home
0,when i was born god said oh no anoth idiot when you were born god said oh no competit who knew one day these two will becom freind forev
0,sad stori of a man  last week was my bday my wife didnt wish me my parent forgot n so did my kid  i went to work even my colleagu did not wish
0,hey babe i saw you came onlin for a second and then you disappear what happen 
0,ola would get back to you mayb not today but i ve told him you can be his direct link in the us in get car he bid for onlin you arrang ship and you get a cut or u for a partnership where u invest money for ship and he take care of the restuwud b self reliant soon dnt worri
0,juz go googl n search  qet
0,yun buy but school got offer  plus onli
0,have you bookedth hut and also your time off how are you by the way
1,you have won  cash or a  prize to claim  tc rstm   
0,noth will ever be easi but dont be look for a reason not to take a risk on life and love
0,jus tell u dat ill b leav  shanghai on  instead so well haf more time  meet up cya
0,night has end for anoth day morn has come in a special way may you smile like the sunni ray and leav your worri at the blue blue bay gud mrng
0,puriti of friendship between two is not about smile after read the forward messageit about smile just by see the name gud evng
1,get your garden readi for summer with a free select of summer bulb and seed worth  onli with the scotsman this saturday to stop  notxtcouk
0,come around  ltdecimalgt pm vikkyim otsid nw il come by tht time
0,call to the number which is avail in appoint and ask to connect the call to wahe fathima
0,dad say hurri the hell up
1,your credit have been top up for  your renew pin is tgxxrz
0,hey are you angri with me repli me dr
0,great i have to run now so ttyl
0,have you alway been say welp
0,hui xin is in da lib
0,babe  i lost you  
0,me fineabsolut fine
1,this is the  time we have tri to contact u u have won the  prize  claim is easi just call  now onli  per minut btnationalr
0,oh oh wast den muz chiong on sat n sun liao
0,pls call me da what happen
0,i havent add  yet right 
0,you know what hook up mean right
0,ok but they said ive got wisdom teeth hidden insid n mayb need  remov
0,wen u miss someon the person is definit special for u but if the person is so special whi to miss them just keepintouch gdeve
0,puriti of friendship between two is not about smile after read the forward messageit about smile just by see the name gud evng musthu
0,wat my dear do sleep ah
0,be happi there i will come after noon
0, readi then call me
0,gud gudk chikku tke care sleep well gud nyt
0,i can probabl come by everybodi done around  ltgt  right
0,i think i am disturb her da
0,dear good morn now onli i am up
0, so how do you handl the victoria island traffic plus when the album due
0,still i have not check it da  
0,dont pack what you can buy at ani storelik cereal if you must pack food pack gari or someth  that you will miss
0,when is school start where will you stay what the weather like and the food do you have a social support system like friend in the school all these thing are import
0,realli do hope the work doesnt get stress have a  day
1,privat your  account statement for  show  unredeem bonus point to claim call  identifi code  expir 
0,hi it in durban are you still on this number
1,urgent call  from your landlin your complimentari  ibiza holiday or  cash await collect sae tcs po box     ppm 
0,fuuuuck i need to stop sleepin sup
0,should i tell my friend not to come round til like  ltgt ish
0,do u knw dis no ltgt 
0,yo you at jp and hungri like a mofo
0,have you had a good day mine was realli busi are you up to much tomorrow night
1,sport fan  get the latest sport news str  ur mobil  wk free plus a free tone txt sport on to    norm  
0,sound like someth that someon test me would sayi
1,bloomberg messag center  whi wait appli for your futur  bloombergcom
0,sometim heart remembr someon veri much forget someon soon bcoz heart will not like everyon but like one will be rememb everytim bslvyl
0,wen ur lovabl bcum angri wid u dnt take it serious coz be angri is d most childish n true way of show deep affect care n luv kettoda manda have nice day da
1,xmas iscom  ur award either  cd gift voucher  free entri  r  week draw txt music to  tnc  
0,dont worri  day veri big lambu ji vl cometil then enjoy batchlor parti
0,piti  was in mood for that soani other suggest
0,you should know now so how anthoni are you bring money ive school fee to pay and rent and stuff like that that whi i need your help a friend in need
0,just do what ever is easier for you
1,dorothykiefercom bank of granit issu strongbuy explos pick for our member up over   nasdaq symbol cdgt that is a  per
0,life is more strict than teacher bcoz teacher teach lesson amp then conduct exam but life first conduct exam amp then teach lesson happi morn  
0,i cant describ how lucki you are that im actual awak by noon
0,when did dad get back
0,happi or sad  one thing about past is it no more good morn 
0,armand say get your ass over to epsilon
0,yeah probabl but not sure ilol let u know but person i wuldnt bother then again if ur goin to then i mite as well
0,yep then is fine  or  for ice age
0,we left alreadi we at orchard now
0,aight ill get on fb in a coupl minut
0,and you will expect you whenev you text hope all goe well tomo 
0,i might go  sch yar at e salon now v bore
0,wen ur lovabl bcum angri wid u dnt take it serious coz be angri is d most childish n true way of show deep affect care n luv kettoda manda have nice day da
0,aight can you text me the address
0,baaaaaaaab wake up  i miss you  i crave you i need you
0,no callsmessagesmiss call
0,quit ok but a bit ex u better go eat smth now els ill feel guilti
0,you know wot peopl wear t shirt jumper hat belt is all we know we r at cribb
0,awesom text me when your restock
1,today offer claim ur  worth of discount voucher text yes to  now savamob member offer mobil t cs   sub   unsub repli x
0,that is wondarful song
0,life all moneeppolum oru pole allalo
0,o shore are you takin the bus
0,sorri ill call later in meet
0,i know you are thinkin malaria but relax children cant handl malaria she would have been wors and it gastroenter if she take enough to replac her loss her temp will reduc and if you give her malaria med now she will just vomit it a self limit ill she has which mean in a few day it will complet stop
0,an excel thought by a misundrstud frnd i knw u hate me bt the day wen ull knw the truth ull hate urself gn
0,sorri i cant take your call right now it so happen that there r  do wat you want she can come and ill get her medic insur and shell be abl to deliv and have basic care im current shop for the right medic insur for her so just give me til friday morn that when ill see the major person that can guid me to the right insur
